MessageID,Sender,TimeSubmitted,MessageText,URL,Subdomain,SLD,TLD,RedirectedURL,Brand,DomainRegistrar,DomainCreationDate,DomainLastUpdateAtSubmission,DomainLastUpdate,DomainStatus,DomainActiveFor,Detected,Malicious,Malware,Phishing,Suspicious,ImageText
2402,19105383934,22/04/2024 18:24,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid -welcomey.cyou /7681sr?nqu= jxa6dzmrez (exit sms, open sms again to activate link, or copy link to browser to open)",http://irsid-welcomey.cyou/7681Sr?Nqu=JXA6dzmREZ,,irsid-welcomey,cyou,,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,19/04/2024,22/04/2024,24/04/2024,Inactive,6,0,0,0,0,0,"8:05 OO 4 67m @ Fl 81%8

< @ +19105383934 ~

Hello, the IRS
system has
detected an
anomaly in
your account's
tax
return. The link is
valid for 24 hours,
please check in
time.

(Exit SMS, open
SMS again to
activate link, or
copy link to browser

to open) 8:01 AM

aor | © ih

II O <
"
2403,15572082701,22/04/2024 18:25,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-welcomey .cyou/7681sr?bfn= nsyzvmoqm4 (exit sms, open sms again to activate link, or copy link to browser to open)",,,,,,,,,,,,,,,,,,"C © +15572082701 ~

This message is from an unsaved number.
Beware of smishing and phishing.

Block number

Friday, April 19

Flellonthie IRSisystemn
has detectedian
amommeallyin your
ejecoummt's 2022-2023
taxenetunms | line) limke
iS Vallicl ior 24 nous,
pleaselchecksin) time:

http: /irsid-welcome

cyou/768!Sr?btn=
NSYzvmoQM4

(Bate SIS, Osten SIMIS
again) toactivatel links orn
COpYyslimnksto browseR to

open) 8:01 AM

& + | © sh
a0 Oo <
"
2404,12533861860,22/04/2024 18:30,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-welcomed .xyz/768|sr?ll|= t0eb8cx42l (exit sms, open sms again to activate link, or copy link to browser to open)",,,,,,,,,,,,,,,,,,"329700000B- @ A Full 71%
< +12533861860 ~

This message is from an unsaved number. Beware of smishing
and phishing.

Block number

Thursday, April 18

Hello, the IRS system
has detected an
anomaly in your
account's 2022-2023
tax return. The link
is valid for 24 hours,
please check in time.

http://irsid-welcomed

.xyz/7681Sr?LLl=
tOEb8Cx42I

(Exit SMS, open SMS
again to activate
link, or copy link to
browser to open)

12:42 PM

4 + © th
"
2405,12603018199,22/04/2024 18:33,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid -welcomed.xyz /7681sr?nxj= ysfv9allfo (exit sms, open sms again to activate link, or copy link to browser to open)",http://irsid-welcomed.xyz/7681Sr?NxJ=ySfv9aLlfo,,irsid-welcomed,xyz,,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,18/04/2024,22/04/2024,23/04/2024,Inactive,6,10,4,0,6,1,"12:43 CTPRPOM

¢ +12603018199 ~

Br ull 76%

This message is from an unsaved number. Beware of

smishing and phishing.

Block number

Thursday, April 18

Hello, the IRS
system has detected
an anomaly in your

account's 2022-2023

tax return. The link
is valid for 24 hours,

please check in time.

http://irsid
-welcomed.xyz
/768|1Sr?NxJ=

ySfv9aLlIfO

(Exit SMS, open SMS
again to activate
link, or copy link to
browser to open)

BO t+

II O

10:40

© tie
"
2406,(201) 293-1550,22/04/2024 18:35,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-welcomed.xyz/7681sr?ejb= v2kbnprfnt (exit sms, open sms again to activate link, or copy link to browser to open)",http://irsid-welcomed.xyz/7681Sr?ejb=,,irsid-welcomed,xyz,,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,18/04/2024,22/04/2024,23/04/2024,Inactive,6,11,4,0,7,1,"< @ (201) 293-1550 Lo :

G Why this looks like spam

Similar messages you received were identified as
spam. Google keeps your personal information private,
safe, and secure.

Not spam

1:00 PM

RCS chat with (201) 293-1550

Hello, the IRS system has detected an anomaly
in your account's 2022-2023 tax return. The
link is valid for 24 hours, please check in time.

http://irsid-welcomed.xyz/768ISr?ejb=
V2KbNPrfnT

(Exit SMS, open SMS again to activate link, or
copy link to browser to open)
"
2407,12513944428,22/04/2024 18:40,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-enter.top/9681sr?uxi= page feintr (exit sms, open sms again to activate iink, or copy link to browser to open)",http://irsid-enter.top/9681Sr?UXi=,,irsid-enter,top,https://irsid-enter.top/9681Sr?UXi=,IRS,Alibaba.com Singapore E-Commerce Private Limited,18/04/2024,,23/04/2024,Inactive,6,8,3,0,5,1,"(1:dz2 Anne F

))
le

a 4g, all |

< B® ti25139dd428 ~
This message is from an unsaved number. Beware of
smishing and phishing.

Block number

Thursday, April 18

Hello, the IRS system has EOD an
anomaly in your account's 2 :

tax return, The link Is valid for 7
hours, please check in time.

(Exit SMS, open SMS again to activate
Tink, or copy Iink to browser to open) g:52 AM

2 GB 4

"
2408,(308) 219-0229,22/04/2024 18:47,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://isrid-welcomed.xyz /768|sr?hop=dqvytkwqrc (exit sms, open sms again to activate link, or copy link to browser to open)",http://isrid-welcomed.xyz,,isrid-welcomed,xyz,http://isrid-welcomed.xyz/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,18/04/2024,,23/04/2024,Inactive,6,12,2,0,10,2,"11:10 x¥ &®@6 GL 44%

< QE «wo 219-0229 ™m &

10:51 AM

RCS chat with (308) 219-0229

Hello, the IRS system has
detected an anomaly in
your account's 2022-2023
tax return. The link is valid
for 24 hours, please check
in time.

http://isrid-welcomed.xyz
/768ISr?hOP=DQVytKWQrC

(Exit SMS, open SMS again
to activate link, or copy link
to browser to open)

C

Tap to load preview

Okay = Wow | Sorry
@ (@ RCSmessage © ¥&

< @ a
"
2409,16464628092,22/04/2024 18:49,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-enter.xyz/968|sr?evp =dycliw1hns (exit sms, open sms again to activate link, or copy link to browser to open)",http://irsid-enter.xyz/968|Sr?evp,,irsid-enter,xyz,https://irsid-enter.xyz/968|Sr?evp,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,18/04/2024,,23/04/2024,Inactive,6,0,0,0,0,2,"< (®) +16464628092 ~

This message is from an unsaved number. Beware
of smishing and phishing.

Block number

Thursday, April 18

10:47 AM

be + ‘tf
"
2410,13185165479,22/04/2024 18:53,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-welcomed.top /768|sr?pwu=aydx4st8il (exit sms, open sms again to activate link, or copy link to browser to open)",http://irsid-welcomed.top,,irsid-welcomed,top,http://irsid-welcomed.top/,IRS,Alibaba.com Singapore E-Commerce Private Limited,18/04/2024,,23/04/2024,Inactive,6,0,0,0,0,1,"8:43 ® Xf SGUC will 90% w
< (®) 413185165479 ~ :

This message is from an unsaved number. Beware of
smishing and phishing.

Block number

Thursday, April 18

7:48 AM

4 + ‘if
"
2411,12102370664,22/04/2024 18:57,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://isrid-welcomed.top /7681sr?jce=incqh2eowc (exit sms, open sms again to activate link, or copy link to browser to open)",http://isrid-welcomed.top/7681Sr?Jce=INCqh2Eowc,,isrid-welcomed,top,,IRS,Alibaba.com Singapore E-Commerce Private Limited,18/04/2024,,23/04/2024,Inactive,6,9,4,0,5,1,"736@&8@8BSGO- ON A ull 100% 8

< (6) 412102370664 ~

This message is from an unsaved number. Beware of
smishing and phishing.

Block number

Thursday, April 18

Hello, the IRS system has
detected an anomaly in your
account's 2022-2023 tax return.
The link is valid for 24 hours,
please check in time.

rid- at
?Jce=

(Exit SMS, open SMS again to
activate link, or copy link to
browser to open) BALAN

a) + © th

II O <
"
2412,18437046184,22/04/2024 19:03,"> hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-welcomed.top/7681sr ?pqj=6fglrdajop (exit sms, open sms again to activate link, or copy link to browser to open)",http://irsid-welcomed.top/7681Sr,,irsid-welcomed,top,,IRS,Alibaba.com Singapore E-Commerce Private Limited,18/04/2024,,23/04/2024,Inactive,6,0,0,0,0,1,"9

<

>

55 F ul 92%

+18437046184 ~

This message is from an unsaved number. Beware

of smishing and phishing.
nT

( Block number )
\ y,

Thursday, April 18

Hello, the IRS system has detected
an anomaly in your account's
2022-2023 tax return. The link is
valid for 24 hours, please check in
time.

http://irsid-welcomed.top/768ISr
2?PQj=6fGLrdajOp

(Exit SMS, open SMS again to
activate link, or copy link to browser
to open) 9:48 AM

Enter chat message ©)

II @) <
"
2413,18453804733,22/04/2024 19:04,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://isrid -welcomed.top /768|sr?txl= 4q5hffezjw (evit sms onen",http://isrid-welcomed.top/768|Sr?TXL=4q5HffEzjW,,isrid-welcomed,top,,IRS,Alibaba.com Singapore E-Commerce Private Limited,18/04/2024,,23/04/2024,Inactive,6,9,4,0,5,2,"9:48 @8 Hull 95%e

Hello, the IRS
system has
detected an
anomaly in

your account's
2022-2023 tax
return. The link is
valid for 24 hours,
please check in
time.

http://isrid
-welcomed.top
/768\Sr?TXL=

Aq5HffEzjw

(Evit CNAQ Anan
B4 =

lI O <
"
2414,15715798780,22/04/2024 19:08,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. https://tinyurl.com/4mjruvc6?hil= mrx5mejvxw (exit sms, open sms again to activate link, or copy link to browser to open)",https://tinyurl.com/app/nospam/tinyurl.com/4mjruvc6,,tinyurl,com,,IRS,"TUCOWS, INC.",27/01/2002,28/06/2022,28/06/2022,Active,8226,2,0,0,2,0,"< +15715798780 ~ :

This message is from an unsaved number. Beware of smishing
and phishing.

Block number

Wednesday, April 17

Hello, the IRS system has detected an
anomaly in your account's 2022-2023
tax return. The link is valid for 24 hours,
please check in time.

https://tinyurl.com/4mjruvc6?Hil=
MRx5MeJvXW

(Exit SMS, open SMS again to activate
link, or copy link to browser to open) 10:30 AM

R4 + © ie
"
2415,(719) 491-5760,22/04/2024 19:16,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-web.top/pappqy?mgx= ra8xfe1lnm (exit sms, open sms again to activate link, or copy link to browser to open)",http://irsid-web.top/paPpqY?MgX=,,irsid-web,top,https://irsid-web.top/paPpqY?MgX=,IRS,Alibaba.com Singapore E-Commerce Private Limited,22/04/2024,,,Inactive,,7,1,0,6,1,"11:55 %& @ AXE - QB All 54%S

€ (719) 491-5760 m \G& :
8 Save +17194915760? x
Saving this number will add a new
contact

Report spam Add contact

Unread

Hello, the IRS system has detected an
anomaly in your account's 2022-2023 tax
return. The link is valid for 24 hours,
please check in time.

http://irsid-web.top/paPpqy ?MgX=
RA8xFe1LnM

(Exit SMS, open SMS again to activate
link, or copy link to browser to open)

Cc

Tap to load preview

Link previews are on.
Learn more or turn off in Settings.

4) [#4 Text message © © i

II O <
"
2416,,22/04/2024 19:18,"""hello, the irs system has detected an anomaly in your account's 2022-2023 tax return.   the link is valid for 24 hours, please check in time.

https://tinyurl.com/4mjruvc6?nlt=qia4f8b4js

(exit sms, open sms again to activate iink, or copy iink to browser to open)""",https://tinyurl.com/app/nospam/tinyurl.com/4mjruvc6,,tinyurl,com,,None,"TUCOWS, INC.",27/01/2002,28/06/2022,28/06/2022,Active,8226,2,0,0,2,0,
2417,12074472858,22/04/2024 19:21,time. https://irsfs.xyz/us ?jue us4wni1uro,https://irsfs.xyz/us,,irsfs,xyz,,None.,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,17/04/2024,22/04/2024,22/04/2024,Inactive,6,18,4,0,14,1,"2:05eGGOGR @ BANS ll 57%
< +12074472858 ~

Hello, the IRS
system has
detected an
anomaly in

your account's
2022-2023 tax
return. The link is
valid for 24 hours,
please check in
time.

httos://irsfs.xyz/us
?jUe=Us4wniiuRO

(Exit SMS, open

SMS again to

activate link,

e + © tile

lI O <
"
2418,,22/04/2024 19:35,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return.   the link is valid for 24 hours, please check in time.

http://irsid-welcome.cyou/768isr?yaw=xrptzv7nvp

(exit sms, open sms again to activate iink, or copy iink to browser to open)",http://irsid-welcome.cyou/768ISr?yAW=xRPtZV7nVp,,irsid-welcome,cyou,https://irsid-welcome.cyou/768ISr?yAW=xRPtZV7nVp,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,17/04/2024,22/04/2024,22/04/2024,Inactive,6,14,4,0,10,1,
2419,,22/04/2024 19:35,"""hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time.

http://irsid-welcome.cyou/768isr?zvt=dxlyfxiosr

(exit sms, open sms again to activate iink, or copy iink to browser to open)""",http://irsid-welcome.cyou/768ISr?ZVT=DXlyfxIosr,,irsid-welcome,cyou,https://irsid-welcome.cyou/768ISr?ZVT=DXlyfxIosr,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,17/04/2024,22/04/2024,22/04/2024,Inactive,6,14,4,0,10,1,
2420,16083590545,22/04/2024 19:38,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-welcome.cyou /7681sr?flq=blkcyhtxez (exit sms, open sms again to activate link, or copy link to browser to open)",http://irsid-welcome.cyou,,irsid-welcome,cyou,http://irsid-welcome.cyou/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,17/04/2024,22/04/2024,22/04/2024,Inactive,6,10,3,0,7,0,"< (@) +16083590545 ~

This message is from an unsaved number. Beware of
smishing and phishing.

Block number

Wednesday, April 17

11:18 AM
"
2421,(210) 418-9000,22/04/2024 19:41,"hello, the irs system has detected an anomaly in your account's 2022-2023 tax return. the link is valid for 24 hours, please check in time. http://irsid-web.top/pappqy?hkf= lyjxujpmsu (exit sms, open sms again to activate link, or copy link to browser to open) 12:08 pm d-web.joppapp=y?",http://irsid-web.top/paPpqY?HkF=lyJxuJPmsu,,irsid-web,top,,IRS,Alibaba.com Singapore E-Commerce Private Limited,22/04/2024,,,Inactive,,15,5,0,10,1,"12:21 B @ Aull 50%

€ (210) 418-9000 XY 3
© Blocked
Unblock to receive messages from this sender
Unblock
12:08 PM

RCS chat with (210) 418-9000

Unread

Hello, the IRS system has detected an
anomaly in your account's 2022-2023 tax
return. The link is valid for 24 hours,
please check in time.

http://irsid-web.top/paPpqy ?HkF=
lyJxuJPmsu

(Exit SMS, open SMS again to activate link,
or copy link to browser to open)

12:08 PM

lI O <
"
